powerTypes
PowerName,PowerID,OrderID,DevNotes,MissionTags,Priority,CastSoundEvent,HitSoundEvent,ItemHitSoundEvent,TargetMethod,ParentItem,OriginPower,IsAirPower,IsSignature,IsAntiair,SigModeSwapsMove,AoERadiusX,AoERadiusY,CenterOffsetX,CenterOffsetY,CastImpulseX,CastImpulseY,FireImpulseX,FireImpulseY,FireImpulseMaxX,ImpulseMaxOnDCOnly,SpeedLimit,SpeedLimitY,SpeedLimitAttack,SpeedLimitBackward,SpeedLimitAttackBackward,SelfImpulseOnHit,EndOnHit,CancelGravity,WallCancel,AllowMove,AllowRecoverMove,AllowJumpDuringRecover,AllowLeaveGround,AllowHitOnZeroDamage,AccelMult,BackwardAccelMult,TurnOffDampening,KeepGroundFriction,IgnoreGroundRestrict,DoNotBounceOffNoSlideCeiling,NoSlideCeilingBuffer,CastAnim,Hurtbox,CastTime,FixedRecoverTime,RecoverTime,AntigravTime,GCancelTime,IgnoreForcedFallTime,ShowCloudTime,CooldownTime,IgnoreCDOverride,OnHitCooldownTime,ShakeTime,DisableShake,OnlyShakeOnce,ShakeAllCams,FixedMinChargeTime,MinCancelTime,LoseInvulnTime,BaseDamage,VariableImpulse,FixedImpulse,MinimumImpulse,PostHitDamageMultiplier,PostHitImpulseMultiplier,ImpulseOffsetX,ImpulseOffsetY,ImpulseOffsetMaxX,ImpulseToPoint,ToPointChangeX,ToPointChangeY,ToPointChangeDmg,LockTo45Degrees,DownwardForceMult,MirrorImpulseOffset,MirrorOffsetCenter,IgnoreStrength,AcceptInput,HeldDirOffsets,DIMaxAngle,ImpulseOnHeavy,ItemSpeedDamage,ItemSpeedImpulse,ItemHitElasticity,AirTimeMultOnly,IsMultihit,MinTimeBetweenHits,InheritAlreadyHit,InterruptThreshold,CanDamageEveryone,CanAssist,ConsumesWeapon,FixedStunTime,HoldHitEnts,HoldOffsetX,HoldOffsetY,UpdateHeldEnts,DestroysItemOnHit,GrabInterpolateTime,GrabAnim,GrabAnimSpeed,GrabForceUpdate,Uninterruptable,CanChangeDirection,ComboName,ComboOverrideIfHit,ComboOverrideIfRelease,ComboOverrideIfWall,ComboOverrideIfButton,OriginOverrideIfInMode,ComboOverrideIfDir,ComboOverrideIfInterrupt,IgnoreButtonOnHit,IgnoreButtonOnMiss,ComboUseSameTargetPos,UseCollisionAsTargetPos,ComboUseTargetAsSource,ComboUseSameSourcePos,BGPowerOnFire,BGCastIdx,AllowBGInterrupt,PopulateActivePowerHits,PopulateBGHits,ExhaustedVersion,GCVersion,MomentumVersion,TeamTauntPower,AnimLayer,FXLayer,IsWorldCastGfx,CustomArtCastGfx,DelayCastGfxToFirstFire,DelayCastGFXCleanUp,CastAnimSource,DoNotSendSync,IsThrow,CannotAttackAroundCorners,ForceHitThroughSoftPlat,ForceFaceRight,CollisionPowerOffSetX,CollisionPowerOffSetY,CastGfx.AnimFile,CastGfx.AnimClass,CastGfx.AnimScale,CastGfx.FireAndForget,CastGfx.MoveAnimSpeed,CastGfx.FlipAnim,CastGfx.Tint,CastGfxRotation,IsWorldFireGfx,IsAttackFireGfx,CustomArtFireGfx,FireAnimSource,FireGfx.AnimFile,FireGfx.AnimClass,FireGfx.AnimScale,FireGfx.FireAndForget,FireGfx.MoveAnimSpeed,FireGfx.FlipAnim,FireGfx.Tint,FireGfxRotation,IsWorldHitGfx,OnlyOnceHitGfx,OwnerFacingHitGfx,PlayHitGfxBehind,HitAnimSource,HitReactAnim,HitGfx.AnimFile,HitGfx.AnimClass,HitGfx.AnimScale,HitGfx.FireAndForget,HitGfx.Tint
BaseDown,23,23,Unarmed Ground Down Light -the attack,Unarmed,,WEP_Unarmed_Roll_Play,IMP_Unarmed_Kick_Play,,PBAoE,Unarmed,,,,,,"46,62,46","45,28,45","31,62,62","56,69,56",,,"50,50~50~30,30~22",,"55,54~53~38,37~25",TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,AttackDown,UnarmedDLight,"5:2@2,0:8@3-5,0:2@6-6",,0,,,16,14,13,,13,,,,,,,5,"0,8,0","0,5,0","0,45,0",,,,850,-2500,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,31,,,,,,,,,,,,BaseDownMiss,BaseDownHit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1.5,true,
BaseDownHit,24,24,Unarmed Ground Down Light -shorter recover on hit,,,,,,Nobody,Unarmed,BaseDown,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,UnarmedDLight,0:1,1,,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaseDownMiss,25,25,Unarmed Ground Down Light -longer recover on miss,,,,,,Nobody,Unarmed,BaseDown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnarmedDLight,0:3,1,13@13,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaseSmashDown,26,26,Unarmed Ground Down Heavy -the charge up,Unarmed,,,,,Smash,Unarmed,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,L:AttackDownSmash,,"0,72",,0,,,,,,,,,,,,2,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,BaseSmashDownCombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaseSmashDownCombo,27,27,Unarmed Ground Down Heavy,,,WEP_Unarmed_Kick_Heavy_Play,IMP_Unarmed_Kick_Play,,SmashRelease,Unarmed,BaseSmashDown,,TRUE,,,"72,73&63,78&57,83","34,50&47,40&45,42","27,43&108,-26&-60,-46","44,41&24,54&42,59",,,,20,,,,,27,,,,,,,,,,,,,,,,,,,,,"7:1@34,0:4@35-36,9:2@40,0:1@41-41",,21@48,,,999,,,,,,,,,,,4,16,60,40,,,,"1000,1000,-1000,-1000",-400,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1.5,true,
BaseSmashUp,28,28,Unarmed Ground Neutral Heavy -the charge up,Unarmed,,,,,Smash,Unarmed,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,L:AttackUpSmash,,"0,72",,,,,,,,,,,,,,10,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,BaseSmashUpCombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaseSmashUpCombo,29,29,Unarmed Ground Neutral Heavy,,,WEP_Unarmed_Punch_Heavy_Play,IMP_Unarmed_Heavy_Play,,SmashRelease,Unarmed,BaseSmashUp,,TRUE,TRUE,,23&21&17,47&65&70,27&40&53,-123&-86&-42,,,,20,,,,,24,,,,,,,,,,,,,,,,,,,,,4:5@33-35,4,16@44,,11,11,11,,,,,,,,,,,20,46,40,,,,160,-1000,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1.5,true,
SwordNeutral,30,30,Sword Combo 1- 1st of 3,Sword,,WEP_Sword_Stand_A_Play,IMP_Sword_Play,,PBAoE,Sword,,,,,,94&76&46&57,41&21&20&14,141&110&69&118,-16&22&43&-52,,,0,0,,,,,38,,,TRUE,,,,,,,,,,,,,,,,AttackCombo1,SwordNLight,6:2@2,,6,8,,,,16,,11,,,,,,,1,4,0,21,,,,220,-21,,17,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,SwordNeutralCombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactSword02,1,true,
SwordNeutralCombo,31,31,"Sword Combo 2- 2nd of 3.	If hits target, goes to Combo 3",,,SW_Q_AirForward_Play,IMP_Sword_Play,,PBAoE,Sword,SwordNeutral,,,,,"103&79,104&79",68&73,"133&137,134&137",-7&-8,,,0,0,,,,,,,,TRUE,,,,,,,,,,,,,,,,AttackCombo2,SwordNLight2,"3:2@2,0:2@3",,3,8,,,,,,,,,,,,,,5,0,21,,,,220,-15,,18,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,SwordNeutralMiss,SwordNeutralHit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactSword01,1,true,
SwordNeutralHit,32,32,Sword Combo 3- 3rd of 3,,,WEP_Sword_Air_Side_A_Play,IMP_Sword_Heavy_Play,,PBAoE,Sword,SwordNeutral,,,,,"135&109,116&72&90,101&84","26&28,33&28&17,17&15","185&133,214&170&181,231&198","-7&21,-10&21&-40,-18&-40",,,0,0,,,,,,,,,,TRUE,,,,,,,,,,,,,,AttackCombo3,SwordNLight3,"6:1@3,0:1@4,0:1@5",,19,,7,,5,,,,,,,,,,,"5,5,0","35,35,0","45,45,0",,,,"1000,1000,0","-100,-100,0",,,,,,,,,,,,,1,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactSword04,1,true,
SwordNeutralMiss,33,33,Sword Combo 2- recover on miss,,,,,,Nobody,Sword,SwordNeutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwordNLight2,0,,15,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwordDown,34,34,Sword Ground Down Light,Sword,,WEP_Sword_Side_A_Play,IMP_Sword_Play,,PBAoE,Sword,,,,,,"98&15&14,87&16,87&18","21&15&14,22&15,22&14","132&230&253,172&267,160&258","65&66&68,64&70,64&66",,,"28,28,21",0,"45,45~40,35",,,,,,,,,,,,,,TRUE,,,,,,,,,AttackDown2,SwordDLight,"8:1@3,0:2@4,0:1@5-5",,3,,,999,13,16,,11,,,,,,,4,4,0,"55,70,80",,,,"231~221,211~191,184~177",-110,"231~221,211~191,184~177",20,,,,,,,,TRUE,,,,,,,,,,,,,,,,17,,,,,,,,,,,,SwordDownMiss,SwordDownHit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactSword01,1,true,
SwordDownHit,35,35,Sword Ground Down Light - the second hit,,,WEP_Sword_Air_A_Play,IMP_Sword_Play,,PBAoE,Sword,SwordDown,,,,,"95,37&47&52&48&41","125,51&41&37&30&28","120,131&111&90&64&31","-95,-136&-97&-62&-19&15",,,"35,25","-35,-25",,,,,,,,,,,,,,,TRUE,,,,,,,,,AttackDown2Hit,SwordDLight2,"1,0:4@2-3",2,0,,4,,0,,,,,,,,,,,"0,5","0,0","0,60",,,,1250,-1250,,,,,,,,,,TRUE,,,0.8,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactSword01,1,true,
SwordDownMiss,36,36,Sword Ground Down Light - if the first hit misses,,,,,,Nobody,Sword,SwordDown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwordDLight,1@7,0,20@13,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwordSide,37,37,Sword Ground Side Light,Sword,,WEP_Sword_Down_A_Play,Once:IMP_Sword_Play,,PBAoE,Sword,,,,TRUE,,"0,85&89,113,79,112&74,116","0,60&20,48,60,95&37,110","0,76&12,30,-55,67&28,68","0,-4&-53,26,0,-38&-108,-29",,,"57~76,68~56,55~50,49~47,47~44,35",,"68~90,85~68,65~62,58~53,52~48,38",TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,AttackSide2b,SwordSLight,"4:5@3,0:2@7,0:4@8,0:4@10,0:2@12,0@13",,,,12,,8,19,,15,,,,,,,4,"0,t2,t1,t1,t11,0","0,0,0,0,4,0","0,61,61,61,78,0",,,,1500,-250,,,,,,,,,,,,,,,,,,,true,,,,,,,14,,,,,,,,,,,,SwordSideMiss,SwordSideHit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactSword03,1,true,
SwordSideHit,1383,37,Sword Ground Side Light - recover on hit,,,,,,,Sword,SwordSide,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,SwordSLight,0@14,1,16@20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwordSideMiss,1384,37,Sword Ground Side Light - recover on miss,,,,,,,Sword,SwordSide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwordSLight,0@14,3,21@21,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwordAirSide,38,38,Sword Air Side Light,"Sword,Aerial",,WEP_Sword_Side_A_Play,IMP_Sword_Play,,PBAoE,Sword,,TRUE,,,,"54&48&26,63&48&28","47&37&28,53&43&28","149&194&237,140&194&239","-15&-24&-32,-13&-22&-32",,,"10,!","-15,!","50,!",,,,,,,TRUE,,,,TRUE,,,,,0.8,0.6,,,,,,AttackAirSide,SwordSAir,"12:1@4-4,0@5",,0,,,,,,,,,,,,,,9,"7,0",0,"75,0",,,,315,19,450,18,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,SwordAirSideCombo,SwordAirSideHit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactSword01,1,true,
SwordAirSideCombo,39,39,Sword Air Side Light - the second swing if the first missed,,,WEP_Sword_Air_A_Play,IMP_Sword_Play,,PBAoE,Sword,SwordAirSide,TRUE,,,,"43&54&48,60&64&39,0,0","26&32&28,52&44&29,0,0","159&192&235,153&200&250,0,0","-2&15&34,23&30&38,0,0",,,,,,,,,,,,,,,,TRUE,,,,,0.8,0.6,,,,,,,SwordSAir,"3:1@7,0:0@9,0@10,0@11",,0,,,,,,,,,,,,,,,"8,8,0,0","36,36,0,0","60,60,0,0",,,,2000,"200,200,375,375",,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,SwordAirSideMiss,SwordAirSideHit2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactSword01,1,true,
SwordAirSideHit,40,40,Sword Air Side Light - the second swing if the first hit,,,WEP_Sword_Air_A_Play,IMP_Sword_Play,,PBAoE,Sword,SwordAirSide,TRUE,,,,"48&57&52,71&64&39,0,0","34&37&32,55&44&29,0,0","154&195&239,142&200&250,0,0","2&18&38,20&30&38,0,0",,,,,,,,,,,,,,,,,TRUE,,,,0.8,0.6,,,,,,,SwordSAir,"3:1@7,0:0@9,0@10,0@11",,0,,,,,,,,,,,,,,,"8,8,0,0","36,36,0,0","60,60,0,0",,,,2000,"200,200,375,375",,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,SwordAirSideMiss,SwordAirSideHit2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactSword01,1,true,
SwordAirSideHit2,41,41,Sword Air Side Light - recover on hit,,,,,,Nobody,Sword,SwordAirSide,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,0.8,0.6,,,,,,,SwordSAir,,,24@18,,,,,18,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwordAirSideMiss,42,42,Sword Air Side Light - recover on miss,,,,,,Nobody,Sword,SwordAirSide,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,0.8,0.6,,,,,,,SwordSAir,,,30@18,,,,,9,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwordAir,43,43,Sword Air Neutral Light,"Sword,Aerial",,WEP_Sword_Air_A_Play,IMP_Sword_Play,,PBAoE,Sword,,TRUE,,TRUE,,"39&49&40,34&28&116&82&44&35&14&24","33&34&27,53&35&51&36&15&35&14&30","-123&-116&-130,105&126&-6&-5&-5&-103&64&-129","-127&-114&-79,-134&-103&-182&-210&-239&-164&-134&-138",,,,,,,,,,,,,,,,TRUE,TRUE,,,,0.7,0.7,,,,,,AttackAirUpShorter,,"14@7,0:1@8-8",,0@end8,,,,,15,,13,,,,,,,12,16,36,50,,,,,-1000,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,SwordAirMiss,SwordAirHit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactSword01,1,true,
SwordAirHit,44,44,Sword Air Neutral Light - recover on hit,,,,,,Nobody,Sword,SwordAir,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,0.7,0.7,,,,,,,,,,15@15,,,,,19,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwordAirMiss,45,45,Sword Air Neutral Light - recover on miss,,,,,,Nobody,Sword,SwordAir,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,0.7,0.7,,,,,,,,,2,24@15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwordAirUpHeavy,46,46,Sword Air Up Heavy,"Sword,Aerial",,WEP_Sword_Up_B_Play,Once:IMP_Sword_Play,,PBAoE,Sword,,TRUE,,TRUE,,"60&75,60&79,60&79,60&80,60&80,60&80,60&80,60&80","62&22,77&40,94&40,98&61,99&61,106&61,110&61,110&61","0&0,0&2,0&2,0&-7,0&-1,0&-2,0&0,0&0","-19&-18,-19&-9,-4&-9,-17&-7,-29&-13,-18&-13,-29&-13,-29&-13",,,,"-72,-72,-72,-72,-63,-57,-51,-45",,,,,46,,,,,,,TRUE,,,TRUE,,0.75,,,,,,,AttackAirUp2,,"11:1@4,0:1@5,0:1@6,0:1@7,0:1@8,0:1@9,0:1@10,0:1@11",,0,,,,,10,,9,,,,,,,6,"t1,t1,t2,t2,t2,t2,t2,t2",0,"88,76,71,65,62,59,51,38",,,,0,-1000,,,,,,,,,,,,,,,,,,,true,,,,,,,20,,,,,,,,,,,,SwordAirUpHeavyCombo,,,,,,,,,,,,,,,,,,,SwordAirUpHeavyExhaust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactSword01,1,true,
SwordAirUpHeavyExhaust,47,47,"Sword Air Up Heavy (same, just shorter jump)",,,WEP_Sword_Up_B_Play,Once:IMP_Sword_Play,,PBAoE,Sword,SwordAirUpHeavy,TRUE,,TRUE,,"60&75,60&79,60&79,60&80,60&80,60&80,60&80,60&80","62&22,77&40,94&40,98&61,99&61,106&61,110&61,110&61","0&0,0&2,0&2,0&-7,0&-1,0&-2,0&0,0&0","-19&-18,-19&-9,-4&-9,-17&-7,-29&-13,-18&-13,-29&-13,-29&-13",,,,-6,,,,,46,,,TRUE,,,,TRUE,,,TRUE,,0.75,,,,,,,AttackAirUp2,,"11:1@4,0:1@5,0:1@6,0:1@7,0:1@8,0:1@9,0:1@10,0:1@11",,0,,,,,,,,,,,,,,6,"t1,t1,t2,t2,t2,t2,t2,t2",0,9,,,,0,-1000,,,,,,,,,,,,,,,,,,,true,,,,,,,20,,,,,,,,,,,,SwordAirUpHeavyCombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactSword01,1,true,
SwordAirUpHeavyCombo,48,48,Sword Air Up Heavy - Final hit and recover time of power,,,,,,PBAoE,Sword,SwordAirUpHeavy,TRUE,,TRUE,,"52&84,52&84,100","117&88,117&88,110","8&2,8&2,0","-36&-40,-36&-40,-60",,,"!,!,!","!,!,!",,,,,,,,,,,,TRUE,,,TRUE,,0.75,,,,,,,,,"0:1@12,0:0@13-13,10",,,,,,,,,,,,,,,,,"4,4,0","42,42,0","55,55,0",,,,0,-1500,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,SwordAirUpHeavyMiss,SwordAirUpHeavyHit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwordAirUpHeavyHit,1602,48,Sword Air Up Heavy - recover on hit,,,,,,PBAoE,Sword,SwordAirUpHeavy,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,,0.75,,,,,,,,,0,,14@24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwordAirUpHeavyMiss,1603,48,Sword Air Up Heavy - recover on hit,,,,,,PBAoE,Sword,SwordAirUpHeavy,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,,0.75,,,,,,,,,0,2,14@24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwordAirDown,49,49,Sword Air Down Light,"Sword,Aerial",,[11]WEP_Sword_Air_Side_A_Play,IMP_Sword_Play,,PBAoE,Sword,,TRUE,,,,45&85&107&15&15,17&25&15&15&15,18&17&19&125&-85,152&122&98&75&75,,,,-10,,,,,,,,TRUE,,,,TRUE,TRUE,,,,0.7,0.7,,,,,,AttackAirDown2b,,"15@12,0:1@12-12",,0@end12,,,,,9,,9,,,,,,,12,16,28,52,,,,49,155,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,SwordAirDownMiss,SwordAirDownHit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactSword01,1,true,
SwordAirDownHit,50,50,Sword Air Down Light - recover on hit,,,,,,Nobody,Sword,SwordAirDown,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,0.7,0.7,,,,,,,,,,17@21,,,,,12,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwordAirDownMiss,51,51,Sword Air Down Light - recover on miss,,,,,,Nobody,Sword,SwordAirDown,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,0.7,0.7,,,,,,,,,4,24@21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwordGroundPound,52,52,Sword Air Down Heavy -the start and fall,"Sword,Aerial",,WEP_Sword_Air_Down_B_Play,IMP_Sword_Play,,MeteorPound,Sword,,TRUE,,,,"1,1&21,1&21","20,20&68,20&68","0,0&26,0&26","105,200&152,200&152",,,0,"0,82~111,111",,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,L:AttackAirDownHeavy,,"12:2@6,0:25,0:344",,0,,,,,18,,14,,,,,35,,10,22,"44,42,42",50,,,,200,1000,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,SwordGroundPoundCombo,SwordGroundPoundHit,SwordGroundPoundRelease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReactSword03,1,true,
SwordGroundPoundRelease,53,53,Sword Air Down Heavy -if you let go before you hit something,,,,IMP_Sword_Play,,MeteorPoundRelease,Sword,SwordGroundPound,TRUE,,,,,,,,,,0,0,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,0,1,18@32,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
